"統計期","行政區別","土地面積[平方公里]","實際編組里數[里]","戶籍登記里數[里]","實際編組鄰數[鄰]","戶籍登記鄰數[鄰]","戶數[戶]","人口數/總計[人]","人口數/男[人]","人口數/女[人]","性比例[男/百女]","戶量[人/戶]","人口密度[人/平方公里]"
"108年 4月底","中山區",13.6821,42,42,872,869,100499,228709,106253,122456,86.77,2.28,16716
"108年 4月底","中正區",7.6071,31,31,584,583,65561,158709,75672,83037,91.13,2.42,20863
"108年 4月底","大同區",5.6815,25,25,524,520,51976,127361,61909,65452,94.59,2.45,22417
"108年 4月底","萬華區",8.8522,36,36,725,723,78954,188609,92401,96208,96.04,2.39,21306
"108年 4月底","文山區",31.5090,43,43,1007,1005,106938,273396,130919,142477,91.89,2.56,8677
"108年 4月底","南港區",21.8424,20,20,454,452,47358,121028,59111,61917,95.47,2.56,5541
"108年 4月底","內湖區",31.5787,39,39,912,908,108875,286928,136908,150020,91.26,2.64,9086
"108年 4月底","士林區",62.3682,51,51,996,995,107779,285498,137507,147991,92.92,2.65,4578
"108年 4月底","北投區",56.8216,42,42,828,826,97509,254603,122469,132134,92.69,2.61,4481
"108年 5月底","總計",271.7997,456,456,9612,9567,1058272,2658615,1267542,1391073,91.12,2.51,9782
"108年 5月底","松山區",9.2878,33,33,766,763,81347,205288,96160,109128,88.12,2.52,22103
"108年 5月底","信義區",11.2077,41,41,914,903,89472,221935,105700,116235,90.94,2.48,19802
"108年 5月底","大安區",11.3614,53,53,1030,1022,121534,308711,143763,164948,87.16,2.54,27172
"108年 5月底","中山區",13.6821,42,42,872,869,100519,228418,106094,122324,86.73,2.27,16695
"108年 5月底","中正區",7.6071,31,31,584,583,65597,158638,75633,83005,91.12,2.42,20854
"108年 5月底","大同區",5.6815,25,25,524,520,51985,127129,61797,65332,94.59,2.45,22376
"108年 5月底","萬華區",8.8522,36,36,725,723,78989,188305,92211,96094,95.96,2.38,21272
"108年 5月底","文山區",31.5090,43,43,1007,1004,106980,273083,130735,142348,91.84,2.55,8667
"108年 5月底","南港區",21.8424,20,20,454,452,47417,120902,59040,61862,95.44,2.55,5535
"108年 5月底","內湖區",31.5787,39,39,912,908,108996,286776,136791,149985,91.20,2.63,9081
"108年 5月底","士林區",62.3682,51,51,996,995,107853,285149,137342,147807,92.92,2.64,4572
"108年 5月底","北投區",56.8216,42,42,828,825,97583,254281,122276,132005,92.63,2.61,4475
"108年 6月底","總計",271.7997,456,456,9611,9565,1058621,2657652,1266944,1390708,91.10,2.51,9778
"108年 6月底","松山區",9.2878,33,33,766,763,81372,205219,96101,109118,88.07,2.52,22096
"108年 6月底","信義區",11.2077,41,41,914,903,89427,221606,105505,116101,90.87,2.48,19773
"108年 6月底","大安區",11.3614,53,53,1030,1022,121526,308722,143740,164982,87.12,2.54,27173
"108年 6月底","中山區",13.6821,42,42,872,869,100537,228285,106021,122264,86.71,2.27,16685
"108年 6月底","中正區",7.6071,31,31,583,583,65635,158583,75577,83006,91.05,2.42,20847
"108年 6月底","大同區",5.6815,25,25,524,520,51965,127086,61731,65355,94.45,2.45,22368
"108年 6月底","萬華區",8.8522,36,36,725,723,79029,188225,92205,96020,96.03,2.38,21263
"108年 6月底","文山區",31.5090,43,43,1007,1002,107025,273040,130712,142328,91.84,2.55,8665
"108年 6月底","南港區",21.8424,20,20,454,452,47449,120897,59047,61850,95.47,2.55,5535
"108年 6月底","內湖區",31.5787,39,39,912,908,109087,286834,136788,150046,91.16,2.63,9083
"108年 6月底","士林區",62.3682,51,51,996,995,107933,285017,137303,147714,92.95,2.64,4570
"108年 6月底","北投區",56.8216,42,42,828,825,97636,254138,122214,131924,92.64,2.60,4473
"108年 7月底","總計",271.7997,456,456,9613,9564,1058501,2654008,1265088,1388920,91.08,2.51,9765
"108年 7月底","松山區",9.2878,33,33,766,763,81310,204903,95935,108968,88.04,2.52,22062
"108年 7月底","信義區",11.2077,41,41,914,903,89405,221234,105313,115921,90.85,2.47,19739
"108年 7月底","大安區",11.3614,53,53,1030,1022,121514,308383,143580,164803,87.12,2.54,27143
"108年 7月底","中山區",13.6821,42,42,872,869,100506,228075,105898,122177,86.68,2.27,16670
"108年 7月底","中正區",7.6071,31,31,583,583,65533,158228,75417,82811,91.07,2.41,20800
"108年 7月底","大同區",5.6815,25,25,524,520,51857,126687,61554,65133,94.51,2.44,22298
"108年 7月底","萬華區",8.8522,36,36,725,723,79035,187920,92051,95869,96.02,2.38,21229
"108年 7月底","文山區",31.5090,43,43,1007,1002,107100,272790,130610,142180,91.86,2.55,8658
"108年 7月底","南港區",21.8424,20,20,454,452,47437,120710,58947,61763,95.44,2.54,5526
"108年 7月底","內湖區",31.5787,39,39,914,910,109173,286527,136618,149909,91.13,2.62,9073
"108年 7月底","士林區",62.3682,51,51,996,995,107931,284577,137101,147476,92.96,2.64,4563
"108年 7月底","北投區",56.8216,42,42,828,822,97700,253974,122064,131910,92.54,2.60,4470
"108年 8月底","總計",271.7997,456,456,9613,9566,1059212,2650154,1263106,1387048,91.06,2.50,9750
"108年 8月底","松山區",9.2878,33,33,766,763,81289,204460,95706,108754,88.00,2.52,22014
"108年 8月底","信義區",11.2077,41,41,914,903,89376,220817,105078,115739,90.79,2.47,19702
"108年 8月底","大安區",11.3614,53,53,1030,1022,121616,308079,143439,164640,87.12,2.53,27116
"108年 8月底","中山區",13.6821,42,42,872,869,100598,227807,105744,122063,86.63,2.26,16650
"108年 8月底","中正區",7.6071,31,31,583,583,65550,157990,75288,82702,91.04,2.41,20769
"108年 8月底","大同區",5.6815,25,25,524,520,51836,126316,61355,64961,94.45,2.44,22233
"108年 8月底","萬華區",8.8522,36,36,725,725,79176,187695,91933,95762,96.00,2.37,21203
"108年 8月底","文山區",31.5090,43,43,1007,1002,107209,272456,130449,142007,91.86,2.54,8647
"108年 8月底","南港區",21.8424,20,20,454,452,47476,120537,58867,61670,95.45,2.54,5518
"108年 8月底","內湖區",31.5787,39,39,914,910,109296,286227,136460,149767,91.11,2.62,9064
"108年 8月底","士林區",62.3682,51,51,996,995,108011,284119,136889,147230,92.98,2.63,4556
"108年 8月底","北投區",56.8216,42,42,828,822,97779,253651,121898,131753,92.52,2.59,4464
"108年 9月底","總計",271.7997,456,456,9613,9566,1061362,2647164,1261548,1385616,91.05,2.49,9739
"108年 9月底","松山區",9.2878,33,33,766,763,81338,204050,95502,108548,87.98,2.51,21970
"108年 9月底","信義區",11.2077,41,41,914,903,89574,220537,104925,115612,90.76,2.46,19677
"108年 9月底","大安區",11.3614,53,53,1030,1022,121757,307539,143171,164368,87.10,2.53,27069
"108年 9月底","中山區",13.6821,42,42,872,869,100855,227698,105667,122031,86.59,2.26,16642
"108年 9月底","中正區",7.6071,31,31,583,583,65702,157780,75158,82622,90.97,2.40,20741
"108年 9月底","大同區",5.6815,25,25,524,520,51922,126187,61323,64864,94.54,2.43,22210
"108年 9月底","萬華區",8.8522,36,36,725,725,79380,187494,91851,95643,96.04,2.36,21180
"108年 9月底","文山區",31.5090,43,43,1007,1002,107361,272077,130218,141859,91.79,2.53,8635
"108年 9月底","南港區",21.8424,20,20,454,452,47641,120448,58843,61605,95.52,2.53,5514
"108年 9月底","內湖區",31.5787,39,39,914,910,109641,286061,136331,149730,91.05,2.61,9059
"108年 9月底","士林區",62.3682,51,51,996,995,108224,283855,136796,147059,93.02,2.62,4551
"108年 9月底","北投區",56.8216,42,42,828,822,97967,253438,121763,131675,92.47,2.59,4460
"108年 10月底","總計",271.7997,456,456,9613,9565,1061184,2646204,1260951,1385253,91.03,2.49,9736
"108年 10月底","松山區",9.2878,33,33,766,763,81365,204066,95469,108597,87.91,2.51,21971
"108年 10月底","信義區",11.2077,41,41,914,903,89498,220274,104793,115481,90.74,2.46,19654
"108年 10月底","大安區",11.3614,53,53,1030,1022,121726,307561,143140,164421,87.06,2.53,27071
"108年 10月底","中山區",13.6821,42,42,872,869,100798,227554,105608,121946,86.60,2.26,16632
"108年 10月底","中正區",7.6071,31,31,583,583,65711,157823,75174,82649,90.96,2.40,20747
"108年 10月底","大同區",5.6815,25,25,524,520,51926,126099,61237,64862,94.41,2.43,22195
"108年 10月底","萬華區",8.8522,36,36,725,725,79347,187333,91809,95524,96.11,2.36,21162
"108年 10月底","文山區",31.5090,43,43,1007,1001,107361,271963,130153,141810,91.78,2.53,8631
"108年 10月底","南港區",21.8424,20,20,454,452,47664,120390,58818,61572,95.53,2.53,5512
"108年 10月底","內湖區",31.5787,39,39,914,910,109625,286032,136310,149722,91.04,2.61,9058
"108年 10月底","士林區",62.3682,51,51,996,995,108169,283715,136728,146987,93.02,2.62,4549
"108年 10月底","北投區",56.8216,42,42,828,822,97994,253394,121712,131682,92.43,2.59,4459
"108年 11月底","總計",271.7997,456,456,9613,9565,1061088,2645293,1260292,1385001,91.00,2.49,9733
"108年 11月底","松山區",9.2878,33,33,766,763,81338,204066,95433,108633,87.85,2.51,21971
"108年 11月底","信義區",11.2077,41,41,914,903,89499,220275,104748,115527,90.67,2.46,19654
"108年 11月底","大安區",11.3614,53,53,1030,1022,121713,307585,143099,164486,87.00,2.53,27073
"108年 11月底","中山區",13.6821,42,42,872,869,100788,227429,105581,121848,86.65,2.26,16622
"108年 11月底","中正區",7.6071,31,31,583,583,65746,157851,75163,82688,90.90,2.40,20750
"108年 11月底","大同區",5.6815,25,25,524,520,51914,126018,61187,64831,94.38,2.43,22180
"108年 11月底","萬華區",8.8522,36,36,725,725,79349,187220,91731,95489,96.06,2.36,21150
"108年 11月底","文山區",31.5090,43,43,1007,1001,107364,271840,130067,141773,91.74,2.53,8627
"108年 11月底","南港區",21.8424,20,20,454,452,47631,120321,58771,61550,95.48,2.53,5509
"108年 11月底","內湖區",31.5787,39,39,914,910,109608,285838,136212,149626,91.03,2.61,9052
"108年 11月底","士林區",62.3682,51,51,996,995,108157,283565,136647,146918,93.01,2.62,4547
"108年 11月底","北投區",56.8216,42,42,828,822,97981,253285,121653,131632,92.42,2.59,4458
"108年 12月底","總計",271.7997,456,456,9613,9564,1060880,2645041,1260049,1384992,90.98,2.49,9732
"108年 12月底","松山區",9.2878,33,33,766,763,81358,204193,95492,108701,87.85,2.51,21985
"108年 12月底","信義區",11.2077,41,41,914,903,89419,220021,104608,115413,90.64,2.46,19631
"108年 12月底","大安區",11.3614,53,53,1030,1022,121652,307631,143126,164505,87.00,2.53,27077
"108年 12月底","中山區",13.6821,42,42,872,869,100761,227387,105570,121817,86.66,2.26,16619
"108年 12月底","中正區",7.6071,31,31,583,583,65827,158014,75229,82785,90.87,2.40,20772
"108年 12月底","大同區",5.6815,25,25,524,520,51924,126043,61173,64870,94.30,2.43,22185
"108年 12月底","萬華區",8.8522,36,36,725,725,79287,187076,91630,95446,96.00,2.36,21133
"108年 12月底","文山區",31.5090,43,43,1007,1001,107354,271806,130042,141764,91.73,2.53,8626
"108年 12月底","南港區",21.8424,20,20,454,452,47614,120297,58752,61545,95.46,2.53,5507
"108年 12月底","內湖區",31.5787,39,39,914,910,109590,285795,136210,149585,91.06,2.61,9050
"108年 12月底","士林區",62.3682,51,51,996,995,108112,283459,136569,146890,92.97,2.62,4545
"108年 12月底","北投區",56.8216,42,42,828,821,97982,253319,121648,131671,92.39,2.59,4458
"109年 1月底","總計",271.7997,456,456,9613,9564,1060206,2642877,1258801,1384076,90.95,2.49,9724
"109年 1月底","松山區",9.2878,33,33,766,763,81289,204043,95406,108637,87.82,2.51,21969
"109年 1月底","信義區",11.2077,41,41,914,903,89351,219744,104441,115303,90.58,2.46,19607
"109年 1月底","大安區",11.3614,53,53,1030,1022,121609,307526,143049,164477,86.97,2.53,27068
"109年 1月底","中山區",13.6821,42,42,872,869,100682,227266,105497,121769,86.64,2.26,16610
"109年 1月底","中正區",7.6071,31,31,583,583,65697,157743,75103,82640,90.88,2.40,20736
"109年 1月底","大同區",5.6815,25,25,524,520,51900,125909,61086,64823,94.24,2.43,22161
"109年 1月底","萬華區",8.8522,36,36,725,725,79252,186848,91507,95341,95.98,2.36,21108
"109年 1月底","文山區",31.5090,43,43,1007,1001,107333,271674,129917,141757,91.65,2.53,8622
"109年 1月底","南港區",21.8424,20,20,454,452,47575,120161,58703,61458,95.52,2.53,5501
"109年 1月底","內湖區",31.5787,39,39,914,910,109495,285526,136057,149469,91.03,2.61,9042
"109年 1月底","士林區",62.3682,51,51,996,995,108095,283282,136455,146827,92.94,2.62,4542
"109年 1月底","北投區",56.8216,42,42,828,821,97928,253155,121580,131575,92.40,2.59,4455
"109年 2月底","總計",271.7997,456,456,9614,9567,1059903,2639084,1256806,1382278,90.92,2.49,9710
"109年 2月底","松山區",9.2878,33,33,766,763,81194,203658,95163,108495,87.71,2.51,21927
"109年 2月底","信義區",11.2077,41,41,914,903,89271,219315,104178,115137,90.48,2.46,19568
"109年 2月底","大安區",11.3614,53,53,1030,1022,121548,307129,142836,164293,86.94,2.53,27033
"109年 2月底","中山區",13.6821,42,42,872,869,100610,226852,105290,121562,86.61,2.25,16580
"109年 2月底","中正區",7.6071,31,31,583,583,65663,157567,75025,82542,90.89,2.40,20713
"109年 2月底","大同區",5.6815,25,25,524,520,51920,125755,60976,64779,94.13,2.42,22134
"109年 2月底","萬華區",8.8522,36,36,725,725,79249,186428,91288,95140,95.95,2.35,21060
"109年 2月底","文山區",31.5090,43,43,1007,1001,107307,271339,129760,141579,91.65,2.53,8611
"109年 2月底","南港區",21.8424,20,20,455,455,47623,120028,58656,61372,95.57,2.52,5495
"109年 2月底","內湖區",31.5787,39,39,914,910,109484,285228,135902,149326,91.01,2.61,9032
"109年 2月底","士林區",62.3682,51,51,996,995,108031,282774,136178,146596,92.89,2.62,4534
"109年 2月底","北投區",56.8216,42,42,828,821,98003,253011,121554,131457,92.47,2.58,4453
"109年 3月底","總計",271.7997,456,456,9614,9568,1060047,2635286,1254826,1380460,90.90,2.49,9696
"109年 3月底","松山區",9.2878,33,33,766,763,81183,203315,94982,108333,87.68,2.50,21891
"109年 3月底","信義區",11.2077,41,41,914,903,89178,218764,103936,114828,90.51,2.45,19519
"109年 3月底","大安區",11.3614,53,53,1030,1022,121462,306660,142650,164010,86.98,2.52,26991
"109年 3月底","中山區",13.6821,42,42,872,869,100646,226455,105069,121386,86.56,2.25,16551
"109年 3月底","中正區",7.6071,31,31,583,583,65733,157476,74974,82502,90.88,2.40,20701
"109年 3月底","大同區",5.6815,25,25,524,521,51970,125565,60834,64731,93.98,2.42,22101
"109年 3月底","萬華區",8.8522,36,36,725,725,79274,186033,91081,94952,95.92,2.35,21015
"109年 3月底","文山區",31.5090,43,43,1007,1001,107349,271028,129563,141465,91.59,2.52,8602
"109年 3月底","南港區",21.8424,20,20,455,455,47753,119966,58607,61359,95.51,2.51,5492
"109年 3月底","內湖區",31.5787,39,39,914,910,109480,284944,135748,149196,90.99,2.60,9023
"109年 3月底","士林區",62.3682,51,51,996,995,108012,282294,135962,146332,92.91,2.61,4526
"109年 3月底","北投區",56.8216,42,42,828,821,98007,252786,121420,131366,92.43,2.58,4449
"109年 4月底","總計",271.7997,456,456,9614,9568,1059749,2631083,1252726,1378357,90.89,2.48,9680
"109年 4月底","松山區",9.2878,33,33,766,763,81126,202930,94795,108135,87.66,2.50,21849
"109年 4月底","信義區",11.2077,41,41,914,903,89168,218372,103731,114641,90.48,2.45,19484
"109年 4月底","大安區",11.3614,53,53,1030,1022,121413,306161,142425,163736,86.98,2.52,26947
"109年 4月底","中山區",13.6821,42,42,872,869,100631,226098,104882,121216,86.52,2.25,16525
"109年 4月底","中正區",7.6071,31,31,583,583,65730,157198,74861,82337,90.92,2.39,20665
"109年 4月底","大同區",5.6815,25,25,524,521,51948,125374,60725,64649,93.93,2.41,22067
"109年 4月底","萬華區",8.8522,36,36,725,725,79199,185647,90869,94778,95.88,2.34,20972
"109年 4月底","文山區",31.5090,43,43,1007,1001,107348,270565,129328,141237,91.57,2.52,8587
"109年 4月底","南港區",21.8424,20,20,455,455,47838,119892,58594,61298,95.59,2.51,5489
"109年 4月底","內湖區",31.5787,39,39,914,910,109427,284653,135588,149065,90.96,2.60,9014
"109年 4月底","士林區",62.3682,51,51,996,995,107951,281836,135743,146093,92.92,2.61,4519
"109年 4月底","北投區",56.8216,42,42,828,821,97970,252357,121185,131172,92.39,2.58,4441
"109年 5月底","總計",271.7997,456,456,9617,9569,1059822,2626385,1250381,1376004,90.87,2.48,9663
"109年 5月底","松山區",9.2878,33,33,766,763,81062,202547,94667,107880,87.75,2.50,21808
"109年 5月底","信義區",11.2077,41,41,914,903,89123,217857,103475,114382,90.46,2.44,19438
"109年 5月底","大安區",11.3614,53,53,1030,1022,121429,305616,142171,163445,86.98,2.52,26900
"109年 5月底","中山區",13.6821,42,42,872,869,100624,225762,104692,121070,86.47,2.24,16501
"109年 5月底","中正區",7.6071,31,31,583,582,65721,156884,74717,82167,90.93,2.39,20623
"109年 5月底","大同區",5.6815,25,25,524,521,51982,125152,60599,64553,93.87,2.41,22028
"109年 5月底","萬華區",8.8522,36,36,725,724,79183,185255,90638,94617,95.79,2.34,20928
"109年 5月底","文山區",31.5090,43,43,1010,1004,107384,270144,129136,141008,91.58,2.52,8574
"109年 5月底","南港區",21.8424,20,20,455,455,47905,119759,58521,61238,95.56,2.50,5483
"109年 5月底","內湖區",31.5787,39,39,914,910,109499,284268,135421,148847,90.98,2.60,9002
"109年 5月底","士林區",62.3682,51,51,996,995,107969,281312,135492,145820,92.92,2.61,4511
"109年 5月底","北投區",56.8216,42,42,828,821,97941,251829,120852,130977,92.27,2.57,4432
"109年 6月底","總計",271.7997,456,456,9617,9570,1060320,2624143,1249258,1374885,90.86,2.47,9655
"109年 6月底","松山區",9.2878,33,33,766,763,81062,202326,94578,107748,87.78,2.50,21784
"109年 6月底","信義區",11.2077,41,41,914,903,89130,217569,103308,114261,90.41,2.44,19412
"109年 6月底","大安區",11.3614,53,53,1030,1022,121457,305389,142104,163285,87.03,2.51,26880
"109年 6月底","中山區",13.6821,42,42,872,869,100714,225712,104640,121072,86.43,2.24,16497
"109年 6月底","中正區",7.6071,31,31,583,582,65731,156746,74656,82090,90.94,2.38,20605
"109年 6月底","大同區",5.6815,25,25,524,521,52049,125063,60551,64512,93.86,2.40,22012
"109年 6月底","萬華區",8.8522,36,36,725,724,79166,184897,90462,94435,95.79,2.34,20887
"109年 6月底","文山區",31.5090,43,43,1010,1004,107424,269927,129037,140890,91.59,2.51,8567
"109年 6月底","南港區",21.8424,20,20,455,455,47975,119716,58467,61249,95.46,2.50,5481
"109年 6月底","內湖區",31.5787,39,39,914,911,109606,284132,135371,148761,91.00,2.59,8998
"109年 6月底","士林區",62.3682,51,51,996,995,107984,280942,135306,145636,92.91,2.60,4505
"109年 6月底","北投區",56.8216,42,42,828,821,98022,251724,120778,130946,92.23,2.57,4430
"109年 7月底","總計",271.7997,456,456,9617,9572,1060529,2620037,1247311,1372726,90.86,2.47,9640
"109年 7月底","松山區",9.2878,33,33,766,763,81065,201975,94420,107555,87.79,2.49,21746
"109年 7月底","信義區",11.2077,41,41,914,904,89116,217151,103077,114074,90.36,2.44,19375
"109年 7月底","大安區",11.3614,53,53,1030,1022,121448,304864,141837,163027,87.00,2.51,26833
"109年 7月底","中山區",13.6821,42,42,872,869,100754,225511,104539,120972,86.42,2.24,16482
"109年 7月底","中正區",7.6071,31,31,583,582,65713,156348,74473,81875,90.96,2.38,20553
"109年 7月底","大同區",5.6815,25,25,524,521,52007,124745,60465,64280,94.07,2.40,21956
"109年 7月底","萬華區",8.8522,36,36,725,724,79200,184545,90303,94242,95.82,2.33,20847
"109年 7月底","文山區",31.5090,43,43,1010,1004,107505,269537,128828,140709,91.56,2.51,8554
"109年 7月底","南港區",21.8424,20,20,455,455,47949,119544,58361,61183,95.39,2.49,5473
"109年 7月底","內湖區",31.5787,39,39,914,912,109677,283814,135230,148584,91.01,2.59,8988
"109年 7月底","士林區",62.3682,51,51,996,995,108013,280535,135092,145443,92.88,2.60,4498
"109年 7月底","北投區",56.8216,42,42,828,821,98082,251468,120686,130782,92.28,2.56,4426
"109年 8月底","總計",271.7997,456,456,9618,9572,1061368,2615642,1245157,1370485,90.86,2.46,9623
"109年 8月底","松山區",9.2878,33,33,766,763,81035,201403,94101,107302,87.70,2.49,21685
"109年 8月底","信義區",11.2077,41,41,915,904,89132,216743,102870,113873,90.34,2.43,19339
"109年 8月底","大安區",11.3614,53,53,1030,1022,121420,304088,141527,162561,87.06,2.50,26765
"109年 8月底","中山區",13.6821,42,42,872,869,100900,225321,104454,120867,86.42,2.23,16468
"109年 8月底","中正區",7.6071,31,31,583,582,65782,156030,74308,81722,90.93,2.37,20511
"109年 8月底","大同區",5.6815,25,25,524,521,52045,124580,60366,64214,94.01,2.39,21927
"109年 8月底","萬華區",8.8522,36,36,725,724,79334,184296,90215,94081,95.89,2.32,20819
"109年 8月底","文山區",31.5090,43,43,1010,1004,107598,269156,128614,140542,91.51,2.50,8542
"109年 8月底","南港區",21.8424,20,20,455,455,48036,119413,58280,61133,95.33,2.49,5467
"109年 8月底","內湖區",31.5787,39,39,914,912,109817,283393,135039,148354,91.02,2.58,8974
"109年 8月底","士林區",62.3682,51,51,996,995,108098,280042,134821,145221,92.84,2.59,4490
"109年 8月底","北投區",56.8216,42,42,828,821,98171,251177,120562,130615,92.30,2.56,4420
"109年 9月底","總計",271.7997,456,456,9618,9569,1062479,2610762,1242747,1368015,90.84,2.46,9605
"109年 9月底","松山區",9.2878,33,33,766,763,81055,200837,93797,107040,87.63,2.48,21624
"109年 9月底","信義區",11.2077,41,41,915,904,89178,216333,102691,113642,90.36,2.43,19302
"109年 9月底","大安區",11.3614,53,53,1030,1022,121488,303396,141227,162169,87.09,2.50,26704
"109年 9月底","中山區",13.6821,42,42,872,869,101055,224942,104231,120711,86.35,2.23,16441
"109年 9月底","中正區",7.6071,31,31,583,582,65855,155527,74080,81447,90.95,2.36,20445
"109年 9月底","大同區",5.6815,25,25,524,521,52114,124270,60205,64065,93.97,2.38,21873
"109年 9月底","萬華區",8.8522,36,36,725,723,79443,183985,90076,93909,95.92,2.32,20784
"109年 9月底","文山區",31.5090,43,43,1010,1002,107783,268848,128437,140411,91.47,2.49,8532
"109年 9月底","南港區",21.8424,20,20,455,455,48115,119206,58129,61077,95.17,2.48,5458
"109年 9月底","內湖區",31.5787,39,39,914,912,109961,283028,134872,148156,91.03,2.57,8963
"109年 9月底","士林區",62.3682,51,51,996,995,108196,279539,134581,144958,92.84,2.58,4482
"109年 9月底","北投區",56.8216,42,42,828,821,98236,250851,120421,130430,92.33,2.55,4415
"109年 10月底","總計",271.7997,456,456,9618,9568,1061934,2608332,1241493,1366839,90.83,2.46,9597
"109年 10月底","松山區",9.2878,33,33,766,763,81031,200767,93749,107018,87.60,2.48,21616
"109年 10月底","信義區",11.2077,41,41,915,904,89082,216015,102546,113469,90.37,2.42,19274
"109年 10月底","大安區",11.3614,53,53,1030,1022,121364,303209,141137,162072,87.08,2.50,26688
"109年 10月底","中山區",13.6821,42,42,872,869,101023,224707,104138,120569,86.37,2.22,16423
"109年 10月底","中正區",7.6071,31,31,583,582,65820,155508,73997,81511,90.78,2.36,20442
"109年 10月底","大同區",5.6815,25,25,524,521,52090,124081,60123,63958,94.00,2.38,21839
"109年 10月底","萬華區",8.8522,36,36,725,723,79401,183633,89891,93742,95.89,2.31,20744
"109年 10月底","文山區",31.5090,43,43,1010,1001,107753,268657,128352,140305,91.48,2.49,8526
"109年 10月底","南港區",21.8424,20,20,455,455,48083,119036,58064,60972,95.23,2.48,5450
"109年 10月底","內湖區",31.5787,39,39,914,912,109940,282965,134826,148139,91.01,2.57,8961
"109年 10月底","士林區",62.3682,51,51,996,995,108180,279188,134375,144813,92.79,2.58,4476
"109年 10月底","北投區",56.8216,42,42,828,821,98167,250566,120295,130271,92.34,2.55,4410
"109年 11月底","總計",271.7997,456,456,9618,9569,1061389,2605369,1240053,1365316,90.83,2.45,9586
"109年 11月底","松山區",9.2878,33,33,766,763,80982,200527,93667,106860,87.65,2.48,21590
"109年 11月底","信義區",11.2077,41,41,915,904,89034,215662,102365,113297,90.35,2.42,19242
"109年 11月底","大安區",11.3614,53,53,1030,1022,121245,302859,141001,161858,87.11,2.50,26657
"109年 11月底","中山區",13.6821,42,42,872,869,100923,224372,103967,120405,86.35,2.22,16399
"109年 11月底","中正區",7.6071,31,31,583,582,65784,155335,73935,81400,90.83,2.36,20420
"109年 11月底","大同區",5.6815,25,25,524,521,52111,123937,60065,63872,94.04,2.38,21814
"109年 11月底","萬華區",8.8522,36,36,725,723,79369,183344,89725,93619,95.84,2.31,20712
"109年 11月底","文山區",31.5090,43,43,1010,1002,107714,268450,128253,140197,91.48,2.49,8520
"109年 11月底","南港區",21.8424,20,20,455,455,48064,118934,57994,60940,95.17,2.47,5445
"109年 11月底","內湖區",31.5787,39,39,914,912,109879,282759,134719,148040,91.00,2.57,8954
"109年 11月底","士林區",62.3682,51,51,996,995,108169,278894,134212,144682,92.76,2.58,4472
"109年 11月底","北投區",56.8216,42,42,828,821,98115,250296,120150,130146,92.32,2.55,4405
"109年 12月底","總計",271.7997,456,456,9619,9569,1061000,2602418,1238618,1363800,90.82,2.45,9575
"109年 12月底","松山區",9.2878,33,33,766,763,80954,200316,93573,106743,87.66,2.47,21568
"109年 12月底","信義區",11.2077,41,41,915,904,88952,215240,102171,113069,90.36,2.42,19205
"109年 12月底","大安區",11.3614,53,53,1030,1022,121152,302644,140899,161745,87.11,2.50,26638
"109年 12月底","中山區",13.6821,42,42,872,869,100790,223876,103720,120156,86.32,2.22,16363
"109年 12月底","中正區",7.6071,31,31,583,582,65795,155397,73952,81445,90.80,2.36,20428
"109年 12月底","大同區",5.6815,25,25,525,521,52132,123849,60026,63823,94.05,2.38,21799
"109年 12月底","萬華區",8.8522,36,36,725,723,79376,183088,89578,93510,95.80,2.31,20683
"109年 12月底","文山區",31.5090,43,43,1010,1002,107669,268130,128096,140034,91.47,2.49,8510
"109年 12月底","南港區",21.8424,20,20,455,455,48010,118758,57916,60842,95.19,2.47,5437
"109年 12月底","內湖區",31.5787,39,39,914,912,109891,282525,134624,147901,91.02,2.57,8947
"109年 12月底","士林區",62.3682,51,51,996,995,108148,278451,134007,144444,92.77,2.57,4465
"109年 12月底","北投區",56.8216,42,42,828,821,98131,250144,120056,130088,92.29,2.55,4402
"110年 1月底","總計",271.7997,456,456,9619,9568,1060504,2597635,1236274,1361361,90.81,2.45,9557
"110年 1月底","松山區",9.2878,33,33,766,763,80890,199971,93403,106568,87.65,2.47,21531
"110年 1月底","信義區",11.2077,41,41,915,904,88858,214669,101922,112747,90.40,2.42,19154
"110年 1月底","大安區",11.3614,53,53,1030,1022,121031,301912,140547,161365,87.10,2.49,26573
"110年 1月底","中山區",13.6821,42,42,872,869,100705,223438,103503,119935,86.30,2.22,16331
"110年 1月底","中正區",7.6071,31,31,583,582,65758,155257,73894,81363,90.82,2.36,20409
"110年 1月底","大同區",5.6815,25,25,525,520,52156,123648,59934,63714,94.07,2.37,21763
"110年 1月底","萬華區",8.8522,36,36,725,723,79333,182625,89328,93297,95.75,2.30,20630
"110年 1月底","文山區",31.5090,43,43,1010,1002,107720,267830,127927,139903,91.44,2.49,8500
"110年 1月底","南港區",21.8424,20,20,455,455,48003,118548,57793,60755,95.12,2.47,5427
"110年 1月底","內湖區",31.5787,39,39,914,912,109861,281975,134351,147624,91.01,2.57,8929
"110年 1月底","士林區",62.3682,51,51,996,995,108081,277933,133781,144152,92.81,2.57,4456
"110年 1月底","北投區",56.8216,42,42,828,821,98108,249829,119891,129938,92.27,2.55,4397
"110年 2月底","總計",271.7997,456,456,9620,9568,1060015,2592878,1233881,1358997,90.79,2.45,9540
