"統計期","行政區別","土地面積[平方公里]","實際編組里數[里]","戶籍登記里數[里]","實際編組鄰數[鄰]","戶籍登記鄰數[鄰]","戶數[戶]","人口數/總計[人]","人口數/男[人]","人口數/女[人]","性比例[男/百女]","戶量[人/戶]","人口密度[人/平方公里]"
"100年 3月底","萬華區",8.8522,36,0,722,0,74370,189450,94376,95074,99.27,2.55,21401
"100年 3月底","文山區",31.5090,43,0,994,0,97393,263212,127495,135717,93.94,2.70,8354
"100年 3月底","南港區",21.8424,20,0,444,0,41917,114393,56229,58164,96.67,2.73,5237
"100年 3月底","內湖區",31.5787,39,0,884,0,97594,271877,131050,140827,93.06,2.79,8610
"100年 3月底","士林區",62.3682,51,0,987,0,101256,285305,138458,146847,94.29,2.82,4575
"100年 3月底","北投區",56.8216,42,0,821,0,90016,249886,121224,128662,94.22,2.78,4398
"100年 4月底","總計",271.7997,456,0,9541,0,987697,2630285,1267640,1362645,93.03,2.66,9677
"100年 4月底","松山區",9.2878,33,0,761,0,78161,209386,99284,110102,90.17,2.68,22544
"100年 4月底","信義區",11.2077,41,0,914,0,86121,225670,108622,117048,92.80,2.62,20135
"100年 4月底","大安區",11.3614,53,0,1028,0,117195,312571,147117,165454,88.92,2.67,27512
"100年 4月底","中山區",13.6821,42,0,872,0,92436,221461,104173,117288,88.82,2.40,16186
"100年 4月底","中正區",7.6071,31,0,584,0,62555,160342,77305,83037,93.10,2.56,21078
"100年 4月底","大同區",5.6815,25,0,524,0,47831,125472,61762,63710,96.94,2.62,22084
"100年 4月底","萬華區",8.8522,36,0,722,0,74417,189344,94273,95071,99.16,2.54,21389
"100年 4月底","文山區",31.5090,43,0,995,0,97556,263536,127663,135873,93.96,2.70,8364
"100年 4月底","南港區",21.8424,20,0,444,0,42029,114597,56341,58256,96.71,2.73,5247
"100年 4月底","內湖區",31.5787,39,0,889,0,97807,272284,131215,141069,93.01,2.78,8622
"100年 4月底","士林區",62.3682,51,0,987,0,101401,285493,138557,146936,94.30,2.82,4578
"100年 4月底","北投區",56.8216,42,0,821,0,90188,250129,121328,128801,94.20,2.77,4402
"100年 5月底","總計",271.7997,456,0,9541,0,989544,2633044,1268856,1364188,93.01,2.66,9687
"100年 5月底","松山區",9.2878,33,0,761,0,78263,209450,99308,110142,90.16,2.68,22551
"100年 5月底","信義區",11.2077,41,0,914,0,86182,225745,108665,117080,92.81,2.62,20142
"100年 5月底","大安區",11.3614,53,0,1028,0,117327,312782,147172,165610,88.87,2.67,27530
"100年 5月底","中山區",13.6821,42,0,872,0,92691,221776,104322,117454,88.82,2.39,16209
"100年 5月底","中正區",7.6071,31,0,584,0,62708,160609,77447,83162,93.13,2.56,21113
"100年 5月底","大同區",5.6815,25,0,524,0,47963,125669,61849,63820,96.91,2.62,22119
"100年 5月底","萬華區",8.8522,36,0,722,0,74503,189364,94258,95106,99.11,2.54,21392
"100年 5月底","文山區",31.5090,43,0,995,0,97746,263903,127789,136114,93.88,2.70,8375
"100年 5月底","南港區",21.8424,20,0,444,0,42161,114758,56436,58322,96.77,2.72,5254
"100年 5月底","內湖區",31.5787,39,0,889,0,98080,272823,131462,141361,93.00,2.78,8639
"100年 5月底","士林區",62.3682,51,0,987,0,101559,285737,138666,147071,94.29,2.81,4581
"100年 5月底","北投區",56.8216,42,0,821,0,90361,250428,121482,128946,94.21,2.77,4407
"100年 6月底","總計",271.7997,456,0,9541,0,991169,2635766,1269999,1365767,92.99,2.66,9697
"100年 6月底","松山區",9.2878,33,0,761,0,78353,209674,99387,110287,90.12,2.68,22575
"100年 6月底","信義區",11.2077,41,0,914,0,86228,225794,108667,117127,92.78,2.62,20146
"100年 6月底","大安區",11.3614,53,0,1028,0,117496,312994,147275,165719,88.87,2.66,27549
"100年 6月底","中山區",13.6821,42,0,872,0,92862,222004,104382,117622,88.74,2.39,16226
"100年 6月底","中正區",7.6071,31,0,584,0,62762,160877,77579,83298,93.13,2.56,21148
"100年 6月底","大同區",5.6815,25,0,524,0,48067,125875,61941,63934,96.88,2.62,22155
"100年 6月底","萬華區",8.8522,36,0,722,0,74657,189561,94357,95204,99.11,2.54,21414
"100年 6月底","文山區",31.5090,43,0,995,0,97952,264229,127915,136314,93.84,2.70,8386
"100年 6月底","南港區",21.8424,20,0,444,0,42245,114985,56522,58463,96.68,2.72,5264
"100年 6月底","內湖區",31.5787,39,0,889,0,98348,273261,131635,141626,92.95,2.78,8653
"100年 6月底","士林區",62.3682,51,0,987,0,101694,285821,138703,147118,94.28,2.81,4583
"100年 6月底","北投區",56.8216,42,0,821,0,90505,250691,121636,129055,94.25,2.77,4412
"100年 7月底","總計",271.7997,456,0,9541,0,992657,2637866,1270843,1367023,92.96,2.66,9705
"100年 7月底","松山區",9.2878,33,0,761,0,78411,209688,99388,110300,90.11,2.67,22577
"100年 7月底","信義區",11.2077,41,0,914,0,86372,225974,108722,117252,92.73,2.62,20162
"100年 7月底","大安區",11.3614,53,0,1028,0,117591,313012,147244,165768,88.83,2.66,27550
"100年 7月底","中山區",13.6821,42,0,872,0,93032,222317,104483,117834,88.67,2.39,16249
"100年 7月底","中正區",7.6071,31,0,584,0,62803,160880,77568,83312,93.11,2.56,21149
"100年 7月底","大同區",5.6815,25,0,524,0,48114,125920,61947,63973,96.83,2.62,22163
"100年 7月底","萬華區",8.8522,36,0,722,0,74747,189723,94416,95307,99.07,2.54,21432
"100年 7月底","文山區",31.5090,43,0,995,0,98249,264664,128164,136500,93.89,2.69,8400
"100年 7月底","南港區",21.8424,20,0,444,0,42326,115093,56564,58529,96.64,2.72,5269
"100年 7月底","內湖區",31.5787,39,0,889,0,98618,273709,131868,141841,92.97,2.78,8668
"100年 7月底","士林區",62.3682,51,0,987,0,101811,285986,138743,147243,94.23,2.81,4585
"100年 7月底","北投區",56.8216,42,0,821,0,90583,250900,121736,129164,94.25,2.77,4416
"100年 8月底","總計",271.7997,456,0,9542,0,994840,2639064,1271417,1367647,92.96,2.65,9710
"100年 8月底","松山區",9.2878,33,0,761,0,78519,209503,99299,110204,90.10,2.67,22557
"100年 8月底","信義區",11.2077,41,0,914,0,86532,226046,108768,117278,92.74,2.61,20169
"100年 8月底","大安區",11.3614,53,0,1029,0,117748,312774,147162,165612,88.86,2.66,27530
"100年 8月底","中山區",13.6821,42,0,872,0,93383,222656,104650,118006,88.68,2.38,16274
"100年 8月底","中正區",7.6071,31,0,584,0,62862,160799,77529,83270,93.11,2.56,21138
"100年 8月底","大同區",5.6815,25,0,524,0,48123,125824,61891,63933,96.81,2.61,22146
"100年 8月底","萬華區",8.8522,36,0,722,0,74880,189887,94483,95404,99.03,2.54,21451
"100年 8月底","文山區",31.5090,43,0,995,0,98616,265061,128313,136748,93.83,2.69,8412
"100年 8月底","南港區",21.8424,20,0,444,0,42489,115303,56658,58645,96.61,2.71,5279
"100年 8月底","內湖區",31.5787,39,0,889,0,98926,274032,131998,142034,92.93,2.77,8678
"100年 8月底","士林區",62.3682,51,0,987,0,101971,286131,138871,147260,94.30,2.81,4588
"100年 8月底","北投區",56.8216,42,0,821,0,90791,251048,121795,129253,94.23,2.77,4418
"100年 9月底","總計",271.7997,456,0,9545,0,997735,2640099,1271879,1368220,92.96,2.65,9713
"100年 9月底","松山區",9.2878,33,0,761,0,78637,209159,99106,110053,90.05,2.66,22520
"100年 9月底","信義區",11.2077,41,0,914,0,86771,226014,108775,117239,92.78,2.60,20166
"100年 9月底","大安區",11.3614,53,0,1029,0,117896,312310,146956,165354,88.87,2.65,27489
"100年 9月底","中山區",13.6821,42,0,872,0,93767,222953,104807,118146,88.71,2.38,16295
"100年 9月底","中正區",7.6071,31,0,584,0,62959,160714,77461,83253,93.04,2.55,21127
"100年 9月底","大同區",5.6815,25,0,524,0,48297,126066,62065,64001,96.98,2.61,22189
"100年 9月底","萬華區",8.8522,36,0,722,0,75108,190089,94547,95542,98.96,2.53,21474
"100年 9月底","文山區",31.5090,43,0,995,0,98979,265431,128442,136989,93.76,2.68,8424
"100年 9月底","南港區",21.8424,20,0,444,0,42738,115584,56779,58805,96.55,2.70,5292
"100年 9月底","內湖區",31.5787,39,0,892,0,99362,274473,132194,142279,92.91,2.76,8692
"100年 9月底","士林區",62.3682,51,0,987,0,102204,286010,138824,147186,94.32,2.80,4586
"100年 9月底","北投區",56.8216,42,0,821,0,91017,251296,121923,129373,94.24,2.76,4423
"100年 10月底","總計",271.7997,456,0,9545,0,998283,2643136,1273131,1370005,92.93,2.65,9725
"100年 10月底","松山區",9.2878,33,0,761,0,78699,209428,99195,110233,89.99,2.66,22549
"100年 10月底","信義區",11.2077,41,0,914,0,86747,226184,108828,117356,92.73,2.61,20181
"100年 10月底","大安區",11.3614,53,0,1029,0,117940,312637,147065,165572,88.82,2.65,27517
"100年 10月底","中山區",13.6821,42,0,872,0,93792,223266,104912,118354,88.64,2.38,16318
"100年 10月底","中正區",7.6071,31,0,584,0,63025,160933,77560,83373,93.03,2.55,21156
"100年 10月底","大同區",5.6815,25,0,524,0,48362,126211,62104,64107,96.88,2.61,22214
"100年 10月底","萬華區",8.8522,36,0,722,0,75139,190280,94611,95669,98.89,2.53,21495
"100年 10月底","文山區",31.5090,43,0,995,0,99011,265724,128619,137105,93.81,2.68,8433
"100年 10月底","南港區",21.8424,20,0,444,0,42774,115725,56880,58845,96.66,2.71,5298
"100年 10月底","內湖區",31.5787,39,0,892,0,99436,274760,132308,142452,92.88,2.76,8701
"100年 10月底","士林區",62.3682,51,0,987,0,102294,286413,139010,147403,94.31,2.80,4592
"100年 10月底","北投區",56.8216,42,0,821,0,91064,251575,122039,129536,94.21,2.76,4427
"100年 11月底","總計",271.7997,456,0,9545,0,999072,2647122,1274740,1372382,92.89,2.65,9739
"100年 11月底","松山區",9.2878,33,0,761,0,78738,209757,99339,110418,89.97,2.66,22584
"100年 11月底","信義區",11.2077,41,0,914,0,86785,226433,108902,117531,92.66,2.61,20203
"100年 11月底","大安區",11.3614,53,0,1029,0,118011,313237,147295,165942,88.76,2.65,27570
"100年 11月底","中山區",13.6821,42,0,872,0,93910,223743,105071,118672,88.54,2.38,16353
"100年 11月底","中正區",7.6071,31,0,584,0,63061,161149,77654,83495,93.00,2.56,21184
"100年 11月底","大同區",5.6815,25,0,524,0,48415,126405,62177,64228,96.81,2.61,22249
"100年 11月底","萬華區",8.8522,36,0,722,0,75172,190568,94731,95837,98.85,2.54,21528
"100年 11月底","文山區",31.5090,43,0,995,0,99080,266078,128770,137308,93.78,2.69,8445
"100年 11月底","南港區",21.8424,20,0,444,0,42856,115961,56981,58980,96.61,2.71,5309
"100年 11月底","內湖區",31.5787,39,0,892,0,99500,275199,132495,142704,92.85,2.77,8715
"100年 11月底","士林區",62.3682,51,0,987,0,102389,286717,139162,147555,94.31,2.80,4597
"100年 11月底","北投區",56.8216,42,0,821,0,91155,251875,122163,129712,94.18,2.76,4433
"100年 12月底","總計",271.7997,456,0,9545,0,999879,2650968,1276343,1374625,92.85,2.65,9753
"100年 12月底","松山區",9.2878,33,0,761,0,78741,209948,99411,110537,89.93,2.67,22605
"100年 12月底","信義區",11.2077,41,0,914,0,86807,226541,108955,117586,92.66,2.61,20213
"100年 12月底","大安區",11.3614,53,0,1029,0,118069,313846,147546,166300,88.72,2.66,27624
"100年 12月底","中山區",13.6821,42,0,872,0,93960,224102,105240,118862,88.54,2.39,16379
"100年 12月底","中正區",7.6071,31,0,584,0,63143,161449,77766,83683,92.93,2.56,21223
"100年 12月底","大同區",5.6815,25,0,524,0,48508,126640,62284,64356,96.78,2.61,22290
"100年 12月底","萬華區",8.8522,36,0,722,0,75235,190855,94865,95990,98.83,2.54,21560
"100年 12月底","文山區",31.5090,43,0,995,0,99098,266442,128894,137548,93.71,2.69,8456
"100年 12月底","南港區",21.8424,20,0,444,0,42923,116131,57055,59076,96.58,2.71,5317
"100年 12月底","內湖區",31.5787,39,0,892,0,99593,275652,132686,142966,92.81,2.77,8729
"100年 12月底","士林區",62.3682,51,0,987,0,102534,287072,139294,147778,94.26,2.80,4603
"100年 12月底","北投區",56.8216,42,0,821,0,91268,252290,122347,129943,94.15,2.76,4440
"101年 1月底","總計",271.7997,456,0,9545,0,1000093,2652959,1277071,1375888,92.82,2.65,9761
"101年 1月底","松山區",9.2878,33,0,761,0,78803,210119,99479,110640,89.91,2.67,22623
"101年 1月底","信義區",11.2077,41,0,914,0,86812,226704,109012,117692,92.62,2.61,20228
"101年 1月底","大安區",11.3614,53,0,1029,0,118011,313825,147489,166336,88.67,2.66,27622
"101年 1月底","中山區",13.6821,42,0,872,0,93936,224193,105275,118918,88.53,2.39,16386
"101年 1月底","中正區",7.6071,31,0,584,0,63171,161616,77841,83775,92.92,2.56,21245
"101年 1月底","大同區",5.6815,25,0,524,0,48533,126821,62369,64452,96.77,2.61,22322
"101年 1月底","萬華區",8.8522,36,0,722,0,75252,190950,94902,96048,98.81,2.54,21571
"101年 1月底","文山區",31.5090,43,0,995,0,99143,266711,128975,137736,93.64,2.69,8465
"101年 1月底","南港區",21.8424,20,0,444,0,42995,116346,57133,59213,96.49,2.71,5327
"101年 1月底","內湖區",31.5787,39,0,892,0,99639,275968,132813,143155,92.78,2.77,8739
"101年 1月底","士林區",62.3682,51,0,987,0,102542,287298,139391,147907,94.24,2.80,4606
"101年 1月底","北投區",56.8216,42,0,821,0,91256,252408,122392,130016,94.14,2.77,4442
"101年 2月底","總計",271.7997,456,0,9545,0,1000766,2653948,1277560,1376388,92.82,2.65,9764
"101年 2月底","松山區",9.2878,33,0,761,0,78812,210347,99620,110727,89.97,2.67,22648
"101年 2月底","信義區",11.2077,41,0,914,0,86820,226770,109051,117719,92.64,2.61,20233
"101年 2月底","大安區",11.3614,53,0,1029,0,117989,313710,147409,166301,88.64,2.66,27612
"101年 2月底","中山區",13.6821,42,0,872,0,94081,224258,105264,118994,88.46,2.38,16391
"101年 2月底","中正區",7.6071,31,0,584,0,63159,161409,77769,83640,92.98,2.56,21218
"101年 2月底","大同區",5.6815,25,0,524,0,48655,127092,62493,64599,96.74,2.61,22369
"101年 2月底","萬華區",8.8522,36,0,722,0,75262,190963,94917,96046,98.82,2.54,21572
"101年 2月底","文山區",31.5090,43,0,995,0,99223,266934,129055,137879,93.60,2.69,8472
"101年 2月底","南港區",21.8424,20,0,444,0,43091,116516,57217,59299,96.49,2.70,5334
"101年 2月底","內湖區",31.5787,39,0,892,0,99771,276217,132921,143296,92.76,2.77,8747
"101年 2月底","士林區",62.3682,51,0,987,0,102567,287248,139400,147848,94.29,2.80,4606
"101年 2月底","北投區",56.8216,42,0,821,0,91336,252484,122444,130040,94.16,2.76,4443
"101年 3月底","總計",271.7997,456,0,9545,0,1002545,2656512,1278723,1377789,92.81,2.65,9774
"101年 3月底","松山區",9.2878,33,0,761,0,78891,210487,99712,110775,90.01,2.67,22663
"101年 3月底","信義區",11.2077,41,0,914,0,86983,226916,109101,117815,92.60,2.61,20246
"101年 3月底","大安區",11.3614,53,0,1029,0,118068,313801,147429,166372,88.61,2.66,27620
"101年 3月底","中山區",13.6821,42,0,872,0,94291,224544,105397,119147,88.46,2.38,16412
"101年 3月底","中正區",7.6071,31,0,584,0,63259,161610,77873,83737,93.00,2.55,21245
"101年 3月底","大同區",5.6815,25,0,524,0,48832,127436,62648,64788,96.70,2.61,22430
"101年 3月底","萬華區",8.8522,36,0,722,0,75423,191134,94956,96178,98.73,2.53,21592
"101年 3月底","文山區",31.5090,43,0,995,0,99424,267325,129259,138066,93.62,2.69,8484
"101年 3月底","南港區",21.8424,20,0,444,0,43166,116680,57275,59405,96.41,2.70,5342
"101年 3月底","內湖區",31.5787,39,0,892,0,100017,276525,133061,143464,92.75,2.76,8757
"101年 3月底","士林區",62.3682,51,0,987,0,102703,287380,139476,147904,94.30,2.80,4608
"101年 3月底","北投區",56.8216,42,0,821,0,91488,252674,122536,130138,94.16,2.76,4447
"101年 4月底","總計",271.7997,456,0,9547,0,1004142,2658685,1279554,1379131,92.78,2.65,9782
"101年 4月底","松山區",9.2878,33,0,761,0,79005,210616,99765,110851,90.00,2.67,22677
"101年 4月底","信義區",11.2077,41,0,914,0,87147,227135,109198,117937,92.59,2.61,20266
"101年 4月底","大安區",11.3614,53,0,1029,0,118134,313893,147457,166436,88.60,2.66,27628
"101年 4月底","中山區",13.6821,42,0,872,0,94461,224818,105479,119339,88.39,2.38,16432
"101年 4月底","中正區",7.6071,31,0,584,0,63365,161757,77899,83858,92.89,2.55,21264
"101年 4月底","大同區",5.6815,25,0,524,0,48985,127717,62761,64956,96.62,2.61,22479
"101年 4月底","萬華區",8.8522,36,0,722,0,75552,191319,95022,96297,98.68,2.53,21613
"101年 4月底","文山區",31.5090,43,0,995,0,99589,267607,129398,138209,93.62,2.69,8493
"101年 4月底","南港區",21.8424,20,0,444,0,43249,116742,57283,59459,96.34,2.70,5345
"101年 4月底","內湖區",31.5787,39,0,892,0,100246,276795,133187,143608,92.74,2.76,8765
"101年 4月底","士林區",62.3682,51,0,989,0,102870,287601,139559,148042,94.27,2.80,4611
"101年 4月底","北投區",56.8216,42,0,821,0,91539,252685,122546,130139,94.17,2.76,4447
"101年 5月底","總計",271.7997,456,0,9548,0,1006200,2661017,1280457,1380560,92.75,2.64,9790
"101年 5月底","松山區",9.2878,33,0,762,0,79138,210773,99820,110953,89.97,2.66,22694
"101年 5月底","信義區",11.2077,41,0,914,0,87314,227223,109268,117955,92.64,2.60,20274
"101年 5月底","大安區",11.3614,53,0,1029,0,118328,313949,147426,166523,88.53,2.65,27633
"101年 5月底","中山區",13.6821,42,0,872,0,94697,225100,105609,119491,88.38,2.38,16452
"101年 5月底","中正區",7.6071,31,0,584,0,63399,161633,77838,83795,92.89,2.55,21248
"101年 5月底","大同區",5.6815,25,0,524,0,49089,127852,62768,65084,96.44,2.60,22503
"101年 5月底","萬華區",8.8522,36,0,722,0,75680,191415,95083,96332,98.70,2.53,21623
"101年 5月底","文山區",31.5090,43,0,995,0,99745,267842,129495,138347,93.60,2.69,8500
"101年 5月底","南港區",21.8424,20,0,444,0,43359,116870,57291,59579,96.16,2.70,5351
"101年 5月底","內湖區",31.5787,39,0,892,0,100680,277644,133574,144070,92.71,2.76,8792
"101年 5月底","士林區",62.3682,51,0,989,0,103042,287848,139663,148185,94.25,2.79,4615
"101年 5月底","北投區",56.8216,42,0,821,0,91729,252868,122622,130246,94.15,2.76,4450
"101年 6月底","總計",271.7997,456,0,9554,0,1007687,2663263,1281370,1381893,92.73,2.64,9799
"101年 6月底","松山區",9.2878,33,0,762,0,79229,210880,99884,110996,89.99,2.66,22705
"101年 6月底","信義區",11.2077,41,0,914,0,87400,227323,109337,117986,92.67,2.60,20283
"101年 6月底","大安區",11.3614,53,0,1029,0,118421,313985,147405,166580,88.49,2.65,27636
"101年 6月底","中山區",13.6821,42,0,872,0,94852,225278,105675,119603,88.35,2.38,16465
"101年 6月底","中正區",7.6071,31,0,584,0,63449,161732,77877,83855,92.87,2.55,21261
"101年 6月底","大同區",5.6815,25,0,524,0,49201,128057,62852,65205,96.39,2.60,22539
"101年 6月底","萬華區",8.8522,36,0,722,0,75824,191600,95110,96490,98.57,2.53,21644
"101年 6月底","文山區",31.5090,43,0,995,0,99871,268009,129586,138423,93.62,2.68,8506
"101年 6月底","南港區",21.8424,20,0,444,0,43458,117129,57387,59742,96.06,2.70,5362
"101年 6月底","內湖區",31.5787,39,0,892,0,100885,277935,133679,144256,92.67,2.75,8801
"101年 6月底","士林區",62.3682,51,0,989,0,103229,288213,139813,148400,94.21,2.79,4621
"101年 6月底","北投區",56.8216,42,0,827,0,91868,253122,122765,130357,94.18,2.76,4455
"101年 7月底","總計",271.7997,456,0,9568,0,1009673,2664487,1281745,1382742,92.70,2.64,9803
"101年 7月底","松山區",9.2878,33,0,762,0,79415,210922,99861,111061,89.92,2.66,22710
"101年 7月底","信義區",11.2077,41,0,914,0,87549,227375,109343,118032,92.64,2.60,20287
"101年 7月底","大安區",11.3614,53,0,1029,0,118515,313811,147298,166513,88.46,2.65,27621
"101年 7月底","中山區",13.6821,42,0,872,0,95046,225461,105732,119729,88.31,2.37,16479
"101年 7月底","中正區",7.6071,31,0,584,0,63560,161756,77843,83913,92.77,2.54,21264
"101年 7月底","大同區",5.6815,25,0,524,0,49335,128230,62917,65313,96.33,2.60,22570
"101年 7月底","萬華區",8.8522,36,0,722,0,76011,191707,95161,96546,98.57,2.52,21656
"101年 7月底","文山區",31.5090,43,0,995,0,100095,268167,129662,138505,93.62,2.68,8511
"101年 7月底","南港區",21.8424,20,0,444,0,43598,117371,57477,59894,95.96,2.69,5374
"101年 7月底","內湖區",31.5787,39,0,906,0,101113,278195,133799,144396,92.66,2.75,8810
"101年 7月底","士林區",62.3682,51,0,989,0,103417,288276,139835,148441,94.20,2.79,4622
"101年 7月底","北投區",56.8216,42,0,827,0,92019,253216,122817,130399,94.19,2.75,4456
"101年 8月底","總計",271.7997,456,0,9568,0,1012381,2665602,1282160,1383442,92.68,2.63,9807
"101年 8月底","松山區",9.2878,33,0,762,0,79520,210751,99818,110933,89.98,2.65,22691
"101年 8月底","信義區",11.2077,41,0,914,0,87734,227422,109344,118078,92.60,2.59,20292
"101年 8月底","大安區",11.3614,53,0,1029,0,118692,313462,147167,166295,88.50,2.64,27590
"101年 8月底","中山區",13.6821,42,0,872,0,95413,225772,105844,119928,88.26,2.37,16501
"101年 8月底","中正區",7.6071,31,0,584,0,63698,161793,77846,83947,92.73,2.54,21269
"101年 8月底","大同區",5.6815,25,0,524,0,49495,128352,62961,65391,96.28,2.59,22591
"101年 8月底","萬華區",8.8522,36,0,722,0,76267,191910,95298,96612,98.64,2.52,21679
"101年 8月底","文山區",31.5090,43,0,995,0,100388,268375,129718,138657,93.55,2.67,8517
"101年 8月底","南港區",21.8424,20,0,444,0,43798,117593,57611,59982,96.05,2.68,5384
"101年 8月底","內湖區",31.5787,39,0,906,0,101478,278566,133899,144667,92.56,2.75,8821
"101年 8月底","士林區",62.3682,51,0,989,0,103650,288261,139813,148448,94.18,2.78,4622
"101年 8月底","北投區",56.8216,42,0,827,0,92248,253345,122841,130504,94.13,2.75,4459
"101年 9月底","總計",271.7997,456,0,9568,0,1015637,2665832,1282207,1383625,92.67,2.62,9808
"101年 9月底","松山區",9.2878,33,0,762,0,79655,210372,99633,110739,89.97,2.64,22650
"101年 9月底","信義區",11.2077,41,0,914,0,87987,227390,109332,118058,92.61,2.58,20289
"101年 9月底","大安區",11.3614,53,0,1029,0,118904,312958,146925,166033,88.49,2.63,27546
"101年 9月底","中山區",13.6821,42,0,872,0,95883,226043,105955,120088,88.23,2.36,16521
"101年 9月底","中正區",7.6071,31,0,584,0,63855,161648,77765,83883,92.71,2.53,21250
"101年 9月底","大同區",5.6815,25,0,524,0,49747,128522,63087,65435,96.41,2.58,22621
"101年 9月底","萬華區",8.8522,36,0,722,0,76499,192032,95343,96689,98.61,2.51,21693
"101年 9月底","文山區",31.5090,43,0,995,0,100668,268442,129675,138767,93.45,2.67,8520
"101年 9月底","南港區",21.8424,20,0,444,0,44038,117890,57737,60153,95.98,2.68,5397
"101年 9月底","內湖區",31.5787,39,0,906,0,101878,278793,134019,144774,92.57,2.74,8829
"101年 9月底","士林區",62.3682,51,0,989,0,103976,288289,139812,148477,94.16,2.77,4622
"101年 9月底","北投區",56.8216,42,0,827,0,92547,253453,122924,130529,94.17,2.74,4461
"101年 10月底","總計",271.7997,456,0,9568,0,1015991,2668231,1283262,1384969,92.66,2.63,9817
"101年 10月底","松山區",9.2878,33,0,762,0,79621,210538,99699,110839,89.95,2.64,22668
"101年 10月底","信義區",11.2077,41,0,914,0,88007,227507,109357,118150,92.56,2.59,20299
"101年 10月底","大安區",11.3614,53,0,1029,0,118942,313183,147048,166135,88.51,2.63,27566
"101年 10月底","中山區",13.6821,42,0,872,0,95889,226149,106005,120144,88.23,2.36,16529
"101年 10月底","中正區",7.6071,31,0,584,0,63835,161725,77771,83954,92.64,2.53,21260
"101年 10月底","大同區",5.6815,25,0,524,0,49737,128547,63101,65446,96.42,2.58,22626
"101年 10月底","萬華區",8.8522,36,0,722,0,76547,192303,95463,96840,98.58,2.51,21724
"101年 10月底","文山區",31.5090,43,0,995,0,100707,268700,129781,138919,93.42,2.67,8528
"101年 10月底","南港區",21.8424,20,0,444,0,44088,118094,57843,60251,96.00,2.68,5407
"101年 10月底","內湖區",31.5787,39,0,906,0,102013,279166,134212,144954,92.59,2.74,8840
"101年 10月底","士林區",62.3682,51,0,989,0,103960,288540,139928,148612,94.16,2.78,4626
"101年 10月底","北投區",56.8216,42,0,827,0,92645,253779,123054,130725,94.13,2.74,4466
"101年 11月底","總計",271.7997,456,0,9568,0,1016644,2671006,1284419,1386587,92.63,2.63,9827
"101年 11月底","松山區",9.2878,33,0,762,0,79622,210746,99795,110951,89.95,2.65,22691
"101年 11月底","信義區",11.2077,41,0,914,0,88011,227624,109407,118217,92.55,2.59,20310
"101年 11月底","大安區",11.3614,53,0,1029,0,118943,313314,147078,166236,88.48,2.63,27577
"101年 11月底","中山區",13.6821,42,0,872,0,95979,226511,106152,120359,88.20,2.36,16555
"101年 11月底","中正區",7.6071,31,0,584,0,63901,161977,77887,84090,92.62,2.53,21293
"101年 11月底","大同區",5.6815,25,0,524,0,49823,128704,63142,65562,96.31,2.58,22653
"101年 11月底","萬華區",8.8522,36,0,722,0,76578,192510,95530,96980,98.50,2.51,21747
"101年 11月底","文山區",31.5090,43,0,995,0,100761,268987,129926,139061,93.43,2.67,8537
"101年 11月底","南港區",21.8424,20,0,444,0,44177,118305,57934,60371,95.96,2.68,5416
"101年 11月底","內湖區",31.5787,39,0,906,0,102103,279619,134404,145215,92.56,2.74,8855
"101年 11月底","士林區",62.3682,51,0,989,0,104029,288742,140001,148741,94.12,2.78,4630
"101年 11月底","北投區",56.8216,42,0,827,0,92717,253967,123163,130804,94.16,2.74,4470
"101年 12月底","總計",271.7997,456,0,9568,0,1017063,2673226,1285361,1387865,92.61,2.63,9835
"101年 12月底","松山區",9.2878,33,0,762,0,79619,210905,99878,111027,89.96,2.65,22708
"101年 12月底","信義區",11.2077,41,0,914,0,88021,227734,109454,118280,92.54,2.59,20319
"101年 12月底","大安區",11.3614,53,0,1029,0,118969,313426,147104,166322,88.45,2.63,27587
"101年 12月底","中山區",13.6821,42,0,872,0,96025,226659,106173,120486,88.12,2.36,16566
"101年 12月底","中正區",7.6071,31,0,584,0,63952,162154,77924,84230,92.51,2.54,21316
"101年 12月底","大同區",5.6815,25,0,524,0,49850,128809,63230,65579,96.42,2.58,22672
"101年 12月底","萬華區",8.8522,36,0,722,0,76572,192628,95577,97051,98.48,2.52,21760
"101年 12月底","文山區",31.5090,43,0,995,0,100822,269310,130055,139255,93.39,2.67,8547
"101年 12月底","南港區",21.8424,20,0,444,0,44251,118490,58025,60465,95.96,2.68,5425
"101年 12月底","內湖區",31.5787,39,0,906,0,102207,280025,134591,145434,92.54,2.74,8868
"101年 12月底","士林區",62.3682,51,0,989,0,104022,288894,140090,148804,94.14,2.78,4632
"101年 12月底","北投區",56.8216,42,0,827,0,92753,254192,123260,130932,94.14,2.74,4474
"102年 1月底","總計",271.7997,456,0,9570,0,1017406,2675033,1286134,1388899,92.60,2.63,9842
"102年 1月底","松山區",9.2878,33,0,762,0,79641,211009,99930,111079,89.96,2.65,22719
"102年 1月底","信義區",11.2077,41,0,914,0,88041,227907,109531,118376,92.53,2.59,20335
"102年 1月底","大安區",11.3614,53,0,1029,0,118946,313542,147172,166370,88.46,2.64,27597
"102年 1月底","中山區",13.6821,42,0,872,0,96120,227037,106350,120687,88.12,2.36,16594
"102年 1月底","中正區",7.6071,31,0,584,0,63976,162295,77959,84336,92.44,2.54,21335
